year,month,day,max,min
2022,3,day12,25.64476,19.502226
2022,3,day13,25.991418,20.347858
2022,3,day14,26.226464,20.284125
2022,3,day15,27.581976,23.432113
2022,3,day16,25.580688,21.005277
2022,3,day17,27.580135,20.80549
2022,3,day18,24.160898,16.602602
2022,3,day19,25.917168,20.966851
2022,3,day2,29.413247,25.145199
2022,3,day20,28.402702,20.719362
2022,3,day21,29.310391,25.22946
2022,3,day22,28.832519,23.620299
2022,3,day23,25.610283,19.643806
2022,3,day24,28.1053,23.712431
2022,3,day25,29.141603,24.604061
2022,3,day26,29.77352,24.001077
2022,3,day27,28.883143,23.805463
2022,3,day28,26.42884,19.84662
2022,3,day29,25.055817,20.210255
2022,3,day3,26.256798,20.667378
2022,3,day30,28.87202,21.908241
2022,3,day31,28.485163,21.016407
2022,3,day4,25.884964,20.780161
2022,3,day5,26.677146,19.183281
2022,3,day6,28.647507,22.155275
2022,3,day7,27.063575,21.3852
2022,3,day8,26.414858,21.822059
2022,3,day9,27.455808,20.422298
2022,4,day1,29.926104,23.865026
2022,4,day10,28.030758,21.489119
2022,4,day11,25.743237,21.620984
2022,4,day12,27.234801,20.858626
2022,4,day13,26.065502,18.583579
2022,4,day14,28.521281,23.122242
2022,4,day15,25.981082,18.403114
2022,4,day16,29.493767,22.738365
2022,4,day17,26.710416,21.164154
2022,4,day18,25.977444,19.688412
2022,4,day19,30.789506,23.361061
2022,4,day2,25.953835,20.709342
2022,4,day20,28.884279,22.173498
2022,4,day21,26.614501,20.976473
2022,4,day22,25.120314,17.999099
2022,4,day23,29.605436,25.569844
2022,4,day24,30.469093,23.879606
2022,4,day25,28.606852,24.572997
2022,4,day26,26.514343,19.294
2022,4,day27,26.832758,18.96466
2022,4,day28,28.856442,23.161215
2022,4,day29,27.258853,21.864016
2022,4,day3,28.040772,23.498172
2022,4,day30,26.511992,20.6452
2022,4,day31,29.063177,21.765934
2022,4,day4,30.107772,22.590442
2022,4,day5,25.173689,20.402635
2022,4,day6,29.99758,22.649673
2022,4,day7,26.496942,20.671147
2022,4,day8,30.508186,23.689651
2022,4,day9,26.643865,19.34984
2022,5,day1,26.311118,21.90187
2022,5,day10,24.827779,17.765881
2022,5,day11,29.326325,22.104606
2022,5,day12,28.742386,22.342252
2022,5,day13,27.891385,21.168362
2022,5,day14,28.255902,21.6343
2022,5,day15,29.913018,24.875313
2022,5,day16,26.439597,20.886498
2022,5,day17,24.140117,17.307841
2022,5,day18,27.360458,22.600797
2022,5,day19,28.287502,23.39805
2022,5,day2,26.997286,20.347864
2022,5,day20,27.136014,19.996426
2022,5,day21,29.367362,22.679888
2022,5,day22,26.972092,19.590415
2022,5,day23,28.972035,21.466056
2022,5,day24,25.015018,20.624606
2022,5,day25,24.695868,19.661261
2022,5,day26,28.778266,21.726594
2022,5,day27,25.026613,18.307764
2022,5,day28,25.941998,21.584799
2022,5,day29,26.059904,19.083064
2022,5,day3,28.987907,23.490988
2022,5,day30,25.770715,18.618353
2022,5,day31,25.916106,20.873869
2022,5,day4,27.812256,21.376056
2022,5,day5,25.719059,21.286641
2022,5,day6,24.311226,16.357782
2022,5,day7,27.771772,20.325805
2022,5,day8,25.495085,18.65071
2022,5,day9,29.282446,24.087282
2022,6,day1,22.764307,15.359451
2022,6,day10,26.439726,20.60944
2022,6,day11,22.898301,16.035627
2022,6,day12,25.673647,19.723324
2022,6,day13,24.786197,20.0789
2022,6,day14,24.806994,20.78814
2022,6,day15,22.641167,15.596394
2022,6,day16,22.011635,14.9537
2022,6,day17,23.937463,16.883186
2022,6,day18,21.528248,15.070329
2022,6,day19,24.800925,19.187351
2022,6,day2,23.823219,16.357646
2022,6,day20,26.791967,21.258701
2022,6,day21,21.226352,16.428695
2022,6,day22,23.238608,19.1823
2022,6,day23,22.933279,15.600364
2022,6,day24,22.14346,15.436468
2022,6,day25,24.760122,19.764829
2022,6,day26,25.161148,19.783749
2022,6,day27,21.773585,16.239383
2022,6,day28,24.532024,19.863943
2022,6,day29,25.943063,20.750254
2022,6,day3,24.501448,16.724244
2022,6,day30,22.744967,15.833639
2022,6,day31,24.57822,19.226879
2022,6,day4,21.427294,13.86959
2022,6,day5,24.002864,16.532873
2022,6,day6,23.290015,18.096592
2022,6,day7,21.324372,13.907413
2022,6,day8,21.824192,17.023005
2022,6,day9,23.455151,17.177537
2022,7,day1,22.327844,14.345955
2022,7,day10,22.259265,17.236108
2022,7,day11,20.208401,16.014053
2022,7,day12,22.968081,16.320202
2022,7,day13,20.921406,16.842439
2022,7,day14,21.138498,15.471396
2022,7,day15,19.281523,13.092393
2022,7,day16,19.846378,15.23387
2022,7,day17,21.171152,14.649907
2022,7,day18,18.806699,12.16004
2022,7,day19,20.974898,15.894989
2022,7,day2,19.056397,11.450862
2022,7,day20,20.633806,16.085152
2022,7,day21,21.983916,17.564259
2022,7,day22,21.312597,16.841659
2022,7,day23,17.684075,13.25902
2022,7,day24,18.19188,13.392882
2022,7,day25,18.577963,12.485379
2022,7,day26,18.210039,11.396292
2022,7,day27,18.772107,14.614484
2022,7,day28,19.978128,15.147352
2022,7,day29,22.598746,17.276332
2022,7,day3,19.155505,14.401801
2022,7,day30,17.016428,10.329895
2022,7,day31,22.44128,15.100352
2022,7,day4,22.688506,15.015684
2022,7,day5,19.42035,14.506677
2022,7,day6,21.363013,16.83819
2022,7,day7,21.40446,15.045688
2022,7,day8,18.013908,12.547543
2022,7,day9,20.903242,16.753789
2022,8,day1,17.014132,12.417554
2022,8,day10,13.569991,6.537175
2022,8,day11,13.275335,5.86734
2022,8,day12,16.98013,12.298081
2022,8,day13,15.145164,9.394306
2022,8,day14,16.730842,9.21694
2022,8,day15,13.557708,6.297851
2022,8,day16,14.097217,8.494106
2022,8,day17,18.77386,13.686527
2022,8,day18,15.314293,7.911607
2022,8,day19,17.799395,11.204009
2022,8,day2,13.540496,7.493675
2022,8,day20,17.781457,13.329231
2022,8,day21,17.177019,12.942434
2022,8,day22,18.654802,14.01722
2022,8,day23,15.496166,9.133165
2022,8,day24,17.813589,11.100016
2022,8,day25,14.087563,8.56856
2022,8,day26,15.151593,11.036329
2022,8,day27,17.106785,9.752639
2022,8,day28,18.840667,14.318046
2022,8,day29,18.522388,14.070638
2022,8,day3,17.341382,12.93622
2022,8,day30,15.467706,11.283816
2022,8,day31,14.569677,9.312725
2022,8,day4,14.535353,9.610711
2022,8,day5,18.931996,13.747907
2022,8,day6,15.785664,11.386428
2022,8,day7,14.048211,9.890433
2022,8,day8,14.743403,7.537019
2022,8,day9,14.876243,7.922082
2022,9,day1,14.299206,7.58749
2022,9,day10,15.998547,11.780282
2022,9,day11,13.932189,9.30448
2022,9,day12,15.16487,7.757386
2022,9,day13,15.288291,10.98883
2022,9,day14,13.021685,8.058117
2022,9,day15,15.892667,11.691264
2022,9,day16,11.408036,4.834767
2022,9,day17,12.491459,7.551459
2022,9,day18,12.826364,5.621319
2022,9,day19,12.760388,5.334031
2022,9,day2,14.676969,8.370373
2022,9,day20,12.754205,8.279378
2022,9,day21,13.056037,6.442545
2022,9,day22,10.687657,5.038303
2022,9,day23,13.414583,9.413904
2022,9,day24,10.61717,4.200357
2022,9,day25,13.786194,8.567802
2022,9,day26,13.121823,8.294418
2022,9,day27,14.100643,6.299222
2022,9,day28,12.251852,8.034751
2022,9,day29,11.409305,5.591466
2022,9,day3,13.46187,5.550288
2022,9,day30,13.432702,6.95367
2022,9,day31,12.910599,6.28193
2022,9,day4,14.090863,8.73766
2022,9,day5,13.210416,6.408095
2022,9,day6,10.64325,3.996397
2022,9,day7,11.563259,6.180261
2022,9,day8,14.12957,8.590064
2022,9,day9,15.105995,8.872618
2022,10,day1,13.295481,8.839388
2022,10,day10,14.581298,9.009712
2022,10,day11,11.742276,4.616594
2022,10,day12,13.300727,8.869664
2022,10,day13,11.486822,3.780316
2022,10,day14,14.024797,7.669553
2022,10,day15,13.632871,7.830853
2022,10,day16,12.95074,5.125979
2022,10,day17,9.807816,3.812502
2022,10,day18,12.182186,7.9879
2022,10,day19,14.61185,7.256585
2022,10,day2,13.55592,8.668931
2022,10,day20,11.897592,5.86426
2022,10,day21,14.526974,9.818164
2022,10,day22,12.471326,5.549348
2022,10,day23,9.770291,4.220668
2022,10,day24,12.603276,5.072493
2022,10,day25,12.024661,6.48601
2022,10,day26,14.877005,7.213364
2022,10,day27,13.574248,8.479864
2022,10,day28,14.781561,6.899595
2022,10,day29,11.717074,7.183587
2022,10,day3,11.048143,3.728607
2022,10,day30,11.476473,4.676416
2022,10,day31,13.490561,8.294909
2022,10,day4,14.786602,9.618668
2022,10,day5,12.131911,5.323526
2022,10,day6,9.274669,4.618047
2022,10,day7,9.842695,2.975271
2022,10,day8,13.329355,8.901509
2022,10,day9,12.665111,7.914937
2022,11,day1,14.280763,6.837932
2022,11,day10,12.954016,6.671464
2022,11,day11,14.07474,8.404828
2022,11,day12,14.559009,7.193452
2022,11,day13,11.787365,4.39816
2022,11,day14,14.921625,8.830706
2022,11,day15,10.22343,5.642123
2022,11,day16,14.093322,9.293712
2022,11,day17,14.572907,9.929165
2022,11,day18,11.79149,6.789246
2022,11,day19,15.108088,8.345708
2022,11,day2,14.343043,6.600995
2022,11,day20,11.84264,4.828264
2022,11,day21,10.265635,3.00953
2022,11,day22,10.686677,3.214535
2022,11,day23,14.508752,7.049386
2022,11,day24,14.526273,8.281191
2022,11,day25,11.49737,4.360141
2022,11,day26,14.864727,9.714173
2022,11,day27,14.058758,6.352819
2022,11,day28,12.397125,4.570317
2022,11,day29,15.926733,10.676117
2022,11,day3,13.867296,9.06374
2022,11,day30,13.384544,9.332683
2022,11,day31,11.579844,5.097597
2022,11,day4,13.816802,8.654484
2022,11,day5,12.143558,5.454063
2022,11,day6,15.95981,9.359464
2022,11,day7,15.821755,9.806182
2022,11,day8,14.237669,8.948143
2022,11,day9,10.764228,5.355277
2022,12,day1,17.685549,10.205077
2022,12,day10,15.571047,9.344652
2022,12,day11,13.780399,7.444455
2022,12,day12,14.530097,9.207846
2022,12,day13,17.258136,12.638913
2022,12,day14,13.92222,8.6317
2022,12,day15,13.305133,5.575605
2022,12,day16,16.693652,10.046091
2022,12,day17,15.943306,9.652598
2022,12,day18,15.148514,8.012388
2022,12,day19,14.907154,10.027306
2022,12,day2,17.979901,10.333955
2022,12,day20,14.103215,9.830509
2022,12,day21,16.030842,10.367117
2022,12,day22,16.222216,11.854433
2022,12,day23,14.327188,9.473773
2022,12,day24,14.991301,9.54811
2022,12,day25,14.310672,7.300049
2022,12,day26,16.182993,8.196469
2022,12,day27,17.94213,10.017598
2022,12,day28,13.052822,6.377068
2022,12,day29,15.674003,8.056018
2022,12,day3,17.227774,10.637245
2022,12,day30,16.682207,10.19768
2022,12,day31,18.753381,12.023175
2022,12,day4,17.530646,11.344186
2022,12,day5,16.620322,9.515735
2022,12,day6,18.785739,13.609028
2022,12,day7,14.064555,7.33392
2022,12,day8,14.121859,9.426679
2022,12,day9,16.083081,10.574288
2023,1,day1,18.925622,11.261892
2023,1,day10,20.227849,16.198527
2023,1,day11,17.392831,10.71149
2023,1,day12,21.641494,14.18169
2023,1,day13,19.545257,15.129549
2023,1,day14,20.226525,13.415554
2023,1,day15,22.857344,15.756517
2023,1,day16,20.879367,13.120363
2023,1,day17,21.481345,16.866327
2023,1,day18,19.755351,14.42849
2023,1,day19,17.525125,13.308053
2023,1,day2,22.669926,17.126422
2023,1,day20,21.765289,15.532952
2023,1,day21,20.449774,15.539191
2023,1,day22,18.551888,12.999757
2023,1,day23,20.781304,15.049203
2023,1,day24,17.101346,10.408151
2023,1,day25,20.209006,13.643315
2023,1,day26,20.710096,13.686254
2023,1,day27,20.513648,13.71012
2023,1,day28,17.435537,9.723346
2023,1,day29,17.636813,10.489246
2023,1,day3,20.241424,15.110108
2023,1,day30,18.808104,14.462083
2023,1,day31,21.591645,15.840941
2023,1,day4,22.468016,15.179579
2023,1,day5,19.249748,12.038481
2023,1,day6,19.673341,15.497935
2023,1,day7,22.38969,17.61964
2023,1,day8,20.083368,12.290521
2023,1,day9,18.004369,10.179264
2023,2,day1,23.37068,16.727787
2023,2,day10,21.739411,17.719292
2023,2,day11,24.579929,18.431321
2023,2,day12,26.681876,21.463112
2023,2,day13,25.48978,17.875594
2023,2,day14,23.06311,17.412492
2023,2,day15,24.875589,18.825378
2023,2,day16,21.965726,17.082574
2023,2,day17,26.00849,21.231185
2023,2,day18,22.088148,14.889508
2023,2,day19,26.113507,18.707956
2023,2,day2,23.843926,17.710055
2023,2,day20,26.594219,18.616967
2023,2,day21,23.767591,17.568933
2023,2,day22,22.743916,18.474465
2023,2,day23,21.589214,14.686857
2023,2,day24,23.923142,18.599739
2023,2,day25,21.769291,15.147399
2023,2,day26,21.60027,15.122207
2023,2,day27,26.400712,21.129568
2023,2,day28,23.703876,17.238506
2023,2,day29,22.834053,16.497373
2023,2,day3,21.818289,16.254319
2023,2,day30,24.393312,18.935338
2023,2,day31,22.897999,17.184769
2023,2,day4,25.784908,19.60201
2023,2,day5,26.760806,22.184503
2023,2,day6,25.063734,17.407059
2023,2,day7,25.770103,18.852804
2023,2,day8,23.238783,15.440923
2023,2,day9,24.321145,18.100866
2023,3,day1,23.957195,18.972494
2023,3,day10,27.159911,22.106973
2023,3,day11,29.246218,24.940369
2023,3,day12,24.380603,20.306082
2023,3,day13,26.971273,22.846496
2023,3,day14,27.419546,21.799008
2023,3,day15,27.468421,19.843207
2023,3,day16,27.237767,21.06389
2023,3,day17,29.920572,24.032156
2023,3,day18,28.579387,23.116112
2023,3,day19,25.268043,18.179464
2023,3,day2,25.257357,18.298093
2023,3,day20,28.327564,23.163568
2023,3,day21,26.71641,20.674762
2023,3,day22,26.308914,20.300245
2023,3,day23,27.904274,20.512347
2023,3,day24,28.767444,22.3113
2023,3,day25,24.923265,18.866718
2023,3,day26,26.605526,21.888945
2023,3,day27,29.620474,22.982821
2023,3,day28,29.734617,22.790937
2023,3,day29,26.829224,21.394042
2023,3,day3,26.544948,19.184507
2023,3,day30,25.241118,19.290549
2023,3,day31,24.30537,18.827629
2023,3,day4,24.734038,17.802147
2023,3,day5,29.195518,23.344125
2023,3,day6,26.080653,20.858766
2023,3,day7,27.238234,22.535154
2023,3,day8,27.567969,20.200797
2023,3,day9,29.080485,24.520478
2023,4,day1,25.256851,20.429754
2023,4,day10,28.920019,21.578143
2023,4,day11,28.099977,22.594662
2023,4,day12,30.443455,24.377967
2023,4,day13,27.117388,19.64651
2023,4,day14,27.921169,21.992729
2023,4,day15,28.625266,22.617918
2023,4,day16,25.83381,21.171387
2023,4,day17,25.462529,18.888621
2023,4,day18,26.269103,21.52148
2023,4,day19,27.173338,20.304127
2023,4,day2,30.446357,25.001351
2023,4,day20,25.709981,20.788596
2023,4,day21,29.867036,22.986013
2023,4,day22,27.8891,21.973841
2023,4,day23,26.264224,21.619239
2023,4,day24,30.00019,25.910406
2023,4,day25,25.258866,18.96492
2023,4,day26,25.966775,19.448613
2023,4,day27,25.235145,18.946068
2023,4,day28,25.335472,20.302433
2023,4,day29,26.080225,18.247272
2023,4,day3,27.818045,21.999472
2023,4,day30,28.596145,22.341726
2023,4,day31,25.11172,18.233531
2023,4,day4,25.278625,17.356266
2023,4,day5,26.944427,20.129482
2023,4,day6,28.128237,20.809649
2023,4,day7,30.009234,24.955969
2023,4,day8,28.2661,23.570701
2023,4,day9,28.922052,23.460865
2023,5,day1,27.898674,22.764855
2023,5,day10,25.307086,19.765238
2023,5,day11,24.579624,19.77023
2023,5,day12,29.085753,23.068315
2023,5,day13,26.446973,21.848729
2023,5,day14,24.505995,18.602518
2023,5,day15,27.616692,23.460546
2023,5,day16,28.631413,22.618096
2023,5,day17,24.633302,18.704338
2023,5,day18,24.710176,18.296278
2023,5,day19,28.893334,21.305458
2023,5,day2,24.442694,18.645881
2023,5,day20,28.577426,21.980499
2023,5,day21,27.060469,21.578959
2023,5,day22,24.188833,18.069567
2023,5,day23,25.305121,18.09592
2023,5,day24,28.665537,23.140591
2023,5,day25,27.462492,20.496916
2023,5,day26,28.497439,21.710608
2023,5,day27,24.514505,19.978972
2023,5,day28,26.791051,21.860999
2023,5,day29,29.082523,23.949456
2023,5,day3,29.884858,22.415649
2023,5,day30,29.188801,23.554214
2023,5,day31,25.062329,18.225734
2023,5,day4,24.951604,17.63015
2023,5,day5,27.533236,20.354771
2023,5,day6,28.850922,24.123386
2023,5,day7,27.886096,22.828013
2023,5,day8,28.273324,22.902639
2023,5,day9,26.649024,20.28664
2023,6,day1,25.736535,19.424586
2023,6,day10,25.702731,19.772859
2023,6,day11,23.221278,17.001632
2023,6,day12,22.522666,17.296054
2023,6,day13,23.066138,16.244159
2023,6,day14,25.414695,17.994699
2023,6,day15,24.955697,17.96444
2023,6,day16,23.679569,16.882323
2023,6,day17,21.970771,17.112938
2023,6,day18,23.403365,18.049614
2023,6,day19,24.303457,17.515228
2023,6,day2,21.706972,17.678195
2023,6,day20,25.24074,20.597788
2023,6,day21,26.787422,22.766259
2023,6,day22,21.546532,16.965218
2023,6,day23,26.555171,20.813661
2023,6,day24,21.384483,16.497402
2023,6,day25,21.480238,17.329217
2023,6,day26,23.305956,15.368164
2023,6,day27,24.683794,18.599771
2023,6,day28,25.269635,18.879745
2023,6,day29,26.674295,19.39338
2023,6,day3,24.927277,18.17621
2023,6,day30,24.841748,19.08586
2023,6,day31,22.210243,15.582707
2023,6,day4,22.89541,17.446331
2023,6,day5,21.928671,15.322368
2023,6,day6,22.521796,15.101889
2023,6,day7,23.541369,18.078793
2023,6,day8,22.653363,15.93094
2023,6,day9,25.529831,19.876919
2023,7,day1,21.823459,16.679433
2023,7,day10,17.411703,13.05104
2023,7,day11,18.706963,11.387904
2023,7,day12,22.490054,17.097673
2023,7,day13,22.779726,17.673695
2023,7,day14,20.63818,15.86008
2023,7,day15,22.578283,16.278656
2023,7,day16,18.566645,12.938107
2023,7,day17,17.63879,13.349246
2023,7,day18,18.765511,10.977449
2023,7,day19,21.817653,13.990816
2023,7,day2,17.201656,10.803596
2023,7,day20,22.256678,15.004089
2023,7,day21,20.449363,13.672596
2023,7,day22,22.796333,16.543658
2023,7,day23,21.619803,14.58991
2023,7,day24,22.767432,16.932039
2023,7,day25,19.764323,13.417017
2023,7,day26,17.164104,12.699031
2023,7,day27,17.405326,10.870678
2023,7,day28,22.965188,16.257536
2023,7,day29,18.379581,13.116658
2023,7,day3,20.094882,15.168198
2023,7,day30,22.732674,16.666657
2023,7,day31,17.058339,9.729631
2023,7,day4,18.016897,13.872653
2023,7,day5,18.43554,14.434391
2023,7,day6,17.944669,9.9574
2023,7,day7,21.678037,16.265527
2023,7,day8,19.370859,13.026538
2023,7,day9,20.106456,13.158754
2023,8,day1,14.489546,10.117508
2023,8,day10,14.216599,9.217818
2023,8,day11,16.711581,12.087599
2023,8,day12,13.640136,5.959383
2023,8,day13,17.054873,10.401176
2023,8,day14,16.682962,9.625985
2023,8,day15,16.248844,12.079791
2023,8,day16,15.893752,9.411083
2023,8,day17,15.954042,8.012597
2023,8,day18,18.381999,10.906923
2023,8,day19,15.944832,8.007253
2023,8,day2,17.042188,9.757889
2023,8,day20,18.496041,13.374974
2023,8,day21,14.332557,8.025896
2023,8,day22,13.324889,6.127809
2023,8,day23,15.86992,9.706849
2023,8,day24,16.014851,10.439984
2023,8,day25,17.118032,12.41883
2023,8,day26,18.859043,12.066065
2023,8,day27,15.760424,9.003581
2023,8,day28,13.07092,8.22791
2023,8,day29,16.486049,11.184305
2023,8,day3,13.456173,5.730588
2023,8,day30,16.676669,11.637866
2023,8,day31,16.29138,11.342824
2023,8,day4,15.859333,10.445181
2023,8,day5,18.365898,13.289594
2023,8,day6,18.682709,11.950279
2023,8,day7,18.459565,12.463567
2023,8,day8,14.197999,7.256283
2023,8,day9,18.236455,13.40934
2023,9,day1,12.899869,6.447533
2023,9,day10,10.946859,3.110267
2023,9,day11,10.969085,3.746412
2023,9,day12,11.13144,5.133049
2023,9,day13,16.045167,8.647608
2023,9,day14,13.173839,6.291597
2023,9,day15,14.783794,9.583658
2023,9,day16,13.444627,7.173289
2023,9,day17,12.462208,5.700035
2023,9,day18,10.432015,3.176743
2023,9,day19,12.931033,6.411584
2023,9,day2,12.267342,6.272262
2023,9,day20,12.770926,7.4323
2023,9,day21,12.237569,5.996169
2023,9,day22,15.662864,10.632005
2023,9,day23,10.190809,5.705859
2023,9,day24,15.276008,7.423542
2023,9,day25,11.265545,4.961968
2023,9,day26,13.966582,9.268427
2023,9,day27,14.753651,9.333215
2023,9,day28,14.110954,8.160979
2023,9,day29,14.490954,6.932424
2023,9,day3,11.334992,4.532141
2023,9,day30,12.358223,7.212128
2023,9,day31,13.86207,9.282677
2023,9,day4,12.305655,4.88835
2023,9,day5,11.749574,7.030017
2023,9,day6,10.858632,4.555061
2023,9,day7,11.443197,7.043718
2023,9,day8,11.691491,6.748271
2023,9,day9,12.665109,7.141576
2023,10,day1,10.005453,2.774585
2023,10,day10,14.793156,9.1372
2023,10,day11,10.103317,6.010913
2023,10,day12,13.366634,6.718544
2023,10,day13,14.642624,7.839836
2023,10,day14,9.480388,4.812747
2023,10,day15,9.618056,5.362886
2023,10,day16,14.272146,8.078411
2023,10,day17,9.158189,3.570139
2023,10,day18,13.589978,9.256973
2023,10,day19,10.574714,5.953616
2023,10,day2,11.02433,4.499236
2023,10,day20,12.928996,5.387111
2023,10,day21,10.856224,5.866638
2023,10,day22,10.705052,4.199129
2023,10,day23,9.787663,2.433592
2023,10,day24,9.171428,2.517231
2023,10,day25,14.162213,8.861408
2023,10,day26,11.856928,3.957002
2023,10,day27,12.243505,7.153847
2023,10,day28,11.66907,3.790901
2023,10,day29,13.185737,8.477591
2023,10,day3,12.429825,5.034222
2023,10,day30,12.585505,6.061315
2023,10,day31,12.815107,6.559169
2023,10,day4,9.428064,4.780067
2023,10,day5,10.369308,5.101795
2023,10,day6,10.748138,5.678249
2023,10,day7,12.867866,7.782873
2023,10,day8,11.66939,4.218164
2023,10,day9,11.178989,4.83131
2023,11,day1,13.212556,6.654443
2023,11,day10,12.934199,8.897669
2023,11,day11,12.654409,7.482718
2023,11,day12,11.459089,7.430217
2023,11,day13,12.31366,6.666717
2023,11,day14,13.435123,7.856115
2023,11,day15,11.051414,4.102942
2023,11,day16,12.410136,6.896704
2023,11,day17,11.649678,5.960721
2023,11,day18,11.509168,4.451014
2023,11,day19,15.531523,8.301223
2023,11,day2,11.929765,6.541092
2023,11,day20,14.179639,9.040931
2023,11,day21,14.529358,7.294124
2023,11,day22,12.54922,5.135292
2023,11,day23,11.16624,6.007859
2023,11,day24,13.893153,7.422235
2023,11,day25,11.704602,5.213586
2023,11,day26,11.198533,7.120952
2023,11,day27,10.369589,4.229706
2023,11,day28,11.187422,6.778328
2023,11,day29,11.686968,4.826184
2023,11,day3,13.309806,6.090974
2023,11,day30,14.434439,9.503197
2023,11,day31,10.975899,5.001581
2023,11,day4,12.722959,7.259825
2023,11,day5,11.630639,6.416347
2023,11,day6,10.072351,2.810832
2023,11,day7,15.159476,9.783936
2023,11,day8,12.886985,8.853716
2023,11,day9,15.604327,7.816497
2023,12,day1,15.051477,9.80517
2023,12,day10,17.608874,12.613025
2023,12,day11,17.627352,11.855508
2023,12,day12,17.425714,13.291673
2023,12,day13,15.765008,8.681024
2023,12,day14,16.126835,8.198371
2023,12,day15,15.836953,9.111184
2023,12,day16,14.872656,9.580403
2023,12,day17,16.774986,12.606242
2023,12,day18,18.624526,12.540821
2023,12,day19,14.519876,7.965796
2023,12,day2,17.796774,9.80492
2023,12,day20,14.192342,6.642263
2023,12,day21,18.181946,13.310793
2023,12,day22,13.677571,7.145935
2023,12,day23,14.947081,10.27764
2023,12,day24,14.6566,10.178002
2023,12,day25,17.734863,13.699143
2023,12,day26,13.25196,6.118059
2023,12,day27,15.851624,9.466775
2023,12,day28,15.228392,10.870472
2023,12,day29,13.946191,9.580585
2023,12,day3,15.782107,8.616408
2023,12,day30,16.711869,8.988474
2023,12,day31,18.981839,12.481309
2023,12,day4,14.981492,7.607307
2023,12,day5,18.709864,14.485711
2023,12,day6,17.653917,13.368379
2023,12,day7,15.820881,11.052111
2023,12,day8,18.049236,10.780233
2023,12,day9,17.969512,13.481666
2024,1,day1,17.358651,10.780351
2024,1,day10,18.768288,11.980136
2024,1,day11,18.138655,13.392148
2024,1,day12,19.085988,12.156378
2024,1,day13,18.651947,11.326548
2024,1,day14,22.486844,16.268763
2024,1,day15,17.41326,12.793158
2024,1,day16,18.774036,13.720639
2024,1,day17,19.202676,15.199797
2024,1,day18,20.828156,15.311982
2024,1,day19,18.113206,14.038326
2024,1,day2,21.207969,14.042104
2024,1,day20,22.140976,15.036909
2024,1,day21,18.432719,11.548705
2024,1,day22,20.949737,14.79391
2024,1,day23,19.324945,13.228666
2024,1,day24,19.985295,13.779424
2024,1,day25,20.678235,15.387835
2024,1,day26,20.845424,16.403567
2024,1,day27,20.139203,15.872484
2024,1,day28,22.01116,17.492063
2024,1,day29,22.240957,17.432641
2024,1,day3,17.754965,12.824266
2024,1,day30,19.912222,15.517207
2024,1,day31,20.426073,13.080875
2024,1,day4,22.890054,15.735807
2024,1,day5,21.540185,14.318084
2024,1,day6,19.632313,14.860452
2024,1,day7,21.1355,15.70283
2024,1,day8,17.808393,10.213741
2024,1,day9,19.911813,14.161813
2024,2,day1,24.947528,18.844242
2024,2,day10,25.250603,17.956031
2024,2,day11,22.594894,18.432281
2024,2,day12,21.422329,16.206711
2024,2,day13,26.667621,18.825274
2024,2,day14,21.582716,14.682028
2024,2,day15,24.189966,19.432125
2024,2,day16,24.157152,19.1621
2024,2,day17,24.75195,20.036359
2024,2,day18,25.495166,19.834428
2024,2,day19,21.633085,15.078588
2024,2,day2,25.207884,20.18413
2024,2,day20,23.14778,17.312898
2024,2,day21,24.991454,17.460158
2024,2,day22,22.000856,17.27927
2024,2,day23,23.409343,18.059292
2024,2,day24,21.949059,13.955324
2024,2,day25,23.658073,18.248777
2024,2,day26,22.89093,14.925078
2024,2,day27,22.947925,17.461047
2024,2,day28,25.585106,19.862754
2024,2,day29,25.355206,18.921553
2024,2,day3,23.198124,16.77431
2024,2,day30,24.378868,19.523156
2024,2,day31,25.594249,17.889662
2024,2,day4,21.425244,13.7044
2024,2,day5,22.252429,16.286807
2024,2,day6,26.338604,22.018777
2024,2,day7,25.80612,21.563319
2024,2,day8,24.348119,16.595144
2024,2,day9,23.495719,18.019445
2024,3,day1,25.452738,17.606131
2024,3,day10,27.266142,19.562452
2024,3,day11,24.856492,20.705547
2024,3,day12,26.062138,21.508505
2024,3,day13,26.130701,19.802078
2024,3,day14,25.326168,18.081871
2024,3,day15,24.479634,18.880441
2024,3,day16,29.435494,22.49843
2024,3,day17,28.269686,21.09807
2024,3,day18,24.965618,17.662797
2024,3,day19,28.065774,21.760844
2024,3,day2,26.613202,21.02484
2024,3,day20,29.374137,22.993212
2024,3,day21,25.730563,18.807405
2024,3,day22,27.385905,23.071996
2024,3,day23,24.263739,17.180133
2024,3,day24,26.015784,18.747218
2024,3,day25,26.427334,18.956009
2024,3,day26,29.146922,24.240052
2024,3,day27,27.844878,21.435672
2024,3,day28,23.99681,16.887135
2024,3,day29,26.223125,21.003991
2024,3,day3,28.286083,20.354257
2024,3,day30,24.175297,18.015578
2024,3,day31,24.825683,18.816077
2024,3,day4,27.50278,21.432343
2024,3,day5,29.888675,24.681309
2024,3,day6,25.730207,20.84266
2024,3,day7,29.062526,24.97572
2024,3,day8,28.859843,22.100966
2024,3,day9,25.583946,19.369293
2024,4,day1,26.324783,22.122704
2024,4,day10,25.782251,21.242768
2024,4,day11,28.355777,22.404333
2024,4,day12,28.913491,24.129093
2024,4,day13,28.695981,21.75331
